model,prompt_id,story_id,user_story,plantuml
google/gemini-2.5-flash,3,21,"As a patron, I want to know previous name(s) and publication date range (first version-last version) of reports/datasets, so that I can know what historical versions are available and how current more recent version is.","```plantuml
@startuml
skinparam style strict
skinparam sequence {
    ActorBorderColor #234E70
    ActorBackgroundColor #AEC6DF
    LifeLineBorderColor #234E70
    LifeLineBackgroundColor #F0F8FF
    ParticipantBorderColor #234E70
    ParticipantBackgroundColor #DDEEFF
    ArrowColor #234E70
    ArrowFontColor #234E70
    BoxBorderColor #234E70
    BoxBackgroundColor #F0F8FF
}

title Sequence Diagram: View Report/Dataset Historical Versions

actor Patron as ""Patron""
participant System as ""System (UI/API Gateway)""
participant ReportService as ""Report/Dataset Service""
database Database as ""Report/Dataset Database""

Patron -> System: Request to view Report/Dataset Details (e.g., click on a report link)

activate System
System -> ReportService: GetHistoricalReportInfo(reportId)
activate ReportService

ReportService -> Database: Query for report/dataset metadata (reportId)
activate Database
Database --> ReportService: Return: currentName, previousNames[], firstPublicationDate, lastPublicationDate
deactivate Database

ReportService --> System: Return: ReportHistoricalData {\n  currentName,\n  previousNames[],\n  publicationDateRange (first-last)\n}
deactivate ReportService

System --> Patron: Display Report/Dataset Historical Versions UI
deactivate System

note right of System: Display includes:\n- **Current Name:** ""My Report v3""\n- **Previous Names:** ""Old Report v2"", ""Initial Report v1""\n- **Publication Date Range:** ""Jan 2005 - Present""

@enduml
```"
google/gemini-2.5-flash,3,22,"As a user, I want to scope my searches for collections, objects, or object components to a specific language.","```plantuml
@startuml
' Participants
actor User
participant ""Search UI"" as UI
participant ""Search Service"" as Service
database ""Data Store"" as DB

' Sequence of interactions
User -> UI : Enters search query
User -> UI : Selects desired language for search scope

UI -> Service : Send search request (query, language)
activate Service

Service -> DB : Retrieve matching items (collections, objects, components) filtered by language
activate DB
DB --> Service : Return filtered items
deactivate DB

Service --> UI : Send search results
deactivate Service

UI --> User : Display search results
@enduml
```"
google/gemini-2.5-flash,3,23,"As a user, I want to scope my searches for collections, objects, or object components to a specific language.","```plantuml
@startuml
' Participants
actor User
participant ""Search UI"" as UI
participant ""Search Service"" as Service
database ""Data Store"" as DB

' Sequence of interactions
User -> UI : Enters search query
User -> UI : Selects desired language for search scope

UI -> Service : Send search request (query, language)
activate Service

Service -> DB : Retrieve matching items (collections, objects, components) filtered by language
activate DB
DB --> Service : Return filtered items
deactivate DB

Service --> UI : Send search results
deactivate Service

UI --> User : Display search results
@enduml
```"
google/gemini-2.5-flash,3,24,"As a MedicalCaregiver, I want to locate the ALFRED user.","```plantuml
@startuml
actor MedicalCaregiver
participant System

MedicalCaregiver -> System : Request to locate ALFRED
activate System
System --> MedicalCaregiver : ALFRED's current location: [Location Data]
deactivate System
@enduml
```"
google/gemini-2.5-flash,3,25,"As a MedicalCaregiver, I want to locate the ALFRED user.","```plantuml
@startuml
actor MedicalCaregiver
participant System

MedicalCaregiver -> System : Request to locate ALFRED
activate System
System --> MedicalCaregiver : ALFRED's current location: [Location Data]
deactivate System
@enduml
```"
google/gemini-2.5-flash,3,26,"As a library staff member, I want to be able to assign an item to more than one collection.","```plantuml
@startuml
actor ""Library Staff Member"" as Staff
participant ""Library System"" as System
participant ""Item Management Module"" as ItemModule
database ""Library Database"" as DB

Staff -> System: Request to assign item to multiple collections
activate System

System --> Staff: Display UI for item and collection selection

Staff -> System: Select Item ""The Great Novel"", Collections [""Fiction"", ""New Arrivals"", ""Best Sellers""]
activate Staff

System -> ItemModule: Assign Item ""The Great Novel"" to Collections [""Fiction"", ""New Arrivals"", ""Best Sellers""]
activate ItemModule

loop For each Collection in selected collections
    ItemModule -> DB: Store association (Item ""The Great Novel"", Collection)
    activate DB
    DB --> ItemModule: Acknowledge storage
    deactivate DB
end

ItemModule --> System: Assignment successful
deactivate ItemModule

System --> Staff: Display confirmation: Item ""The Great Novel"" assigned to Fiction, New Arrivals, Best Sellers
deactivate System
deactivate Staff

@enduml
```"
google/gemini-2.5-flash,3,27,"As a library staff member, I want to be able to assign an item to more than one collection.","```plantuml
@startuml
actor ""Library Staff Member"" as Staff
participant ""Library System"" as System
participant ""Item Management Module"" as ItemModule
database ""Library Database"" as DB

Staff -> System: Request to assign item to multiple collections
activate System

System --> Staff: Display UI for item and collection selection

Staff -> System: Select Item ""The Great Novel"", Collections [""Fiction"", ""New Arrivals"", ""Best Sellers""]
activate Staff

System -> ItemModule: Assign Item ""The Great Novel"" to Collections [""Fiction"", ""New Arrivals"", ""Best Sellers""]
activate ItemModule

loop For each Collection in selected collections
    ItemModule -> DB: Store association (Item ""The Great Novel"", Collection)
    activate DB
    DB --> ItemModule: Acknowledge storage
    deactivate DB
end

ItemModule --> System: Assignment successful
deactivate ItemModule

System --> Staff: Display confirmation: Item ""The Great Novel"" assigned to Fiction, New Arrivals, Best Sellers
deactivate System
deactivate Staff

@enduml
```"
google/gemini-2.5-flash,3,28,"As a repository manager, I want to indicate any name that is pertinent to the component.","```plantuml
@startuml
actor ""Repository Manager"" as Manager
participant ""Component Management System"" as System
database ""Component Database"" as DB

Manager -> System: Initiate component naming process
activate System

System --> Manager: Display component selection/input form
Manager -> System: Select/Enter Component ID and Name
System -> DB: Store/Update Component Name(componentId, newName)
activate DB
DB --> System: Confirmation of storage
deactivate DB

System --> Manager: Component name updated successfully
deactivate System
@enduml
```"
google/gemini-2.5-flash,3,29,"As a repository manager, I want to indicate any name that is pertinent to the component.","```plantuml
@startuml
actor ""Repository Manager"" as Manager
participant ""Component Management System"" as System
database ""Component Database"" as DB

Manager -> System: Initiate component naming process
activate System

System --> Manager: Display component selection/input form
Manager -> System: Select/Enter Component ID and Name
System -> DB: Store/Update Component Name(componentId, newName)
activate DB
DB --> System: Confirmation of storage
deactivate DB

System --> Manager: Component name updated successfully
deactivate System
@enduml
```"
google/gemini-2.5-flash,3,30,"As a library member, I want to keep track of books from an app so that I can know if it is taken or in the library before I go.","```plantuml
@startuml
actor ""Library Member"" as Member
participant ""Library App"" as App
participant ""Library System"" as Backend
database ""Book Database"" as DB

Member -> App: Open Library App
activate App

Member -> App: Search for book (e.g., ""The Great Gatsby"")
activate App

App -> Backend: requestBookStatus(bookIdentifier)
activate Backend

Backend -> DB: queryBookStatus(bookIdentifier)
activate DB
DB --> Backend: return book status (e.g., 'Available', 'On Loan until YYYY-MM-DD')
deactivate DB

Backend --> App: sendBookStatus(bookStatus)
deactivate Backend

App --> Member: Display book status (e.g., ""Available at Main Branch"")
deactivate App
@enduml
```"
google/gemini-2.5-flash,3,31,"As a library member, I want to keep track of books from an app so that I can know if it is taken or in the library before I go.","```plantuml
@startuml
actor ""Library Member"" as Member
participant ""Library App"" as App
participant ""Library System"" as Backend
database ""Book Database"" as DB

Member -> App: Open Library App
activate App

Member -> App: Search for book (e.g., ""The Great Gatsby"")
activate App

App -> Backend: requestBookStatus(bookIdentifier)
activate Backend

Backend -> DB: queryBookStatus(bookIdentifier)
activate DB
DB --> Backend: return book status (e.g., 'Available', 'On Loan until YYYY-MM-DD')
deactivate DB

Backend --> App: sendBookStatus(bookStatus)
deactivate Backend

App --> Member: Display book status (e.g., ""Available at Main Branch"")
deactivate App
@enduml
```"
google/gemini-2.5-flash,3,32,"As a restaurant employee, I want to receive a notification message when the customer places an order.","```plantuml
@startuml
skinparam style strictuml

actor Customer
participant ""Ordering System"" as OrderSystem
participant ""Notification Service"" as NotificationService
actor ""Restaurant Employee"" as Employee

Customer -> OrderSystem: placeOrder(orderDetails)
activate OrderSystem

OrderSystem -> OrderSystem: <<process order>>

OrderSystem -> NotificationService: notifyNewOrder(orderId, details)
activate NotificationService

NotificationService -> Employee: sendNotification(""New order received: "" + orderId)
deactivate NotificationService

deactivate OrderSystem
@enduml
```"
google/gemini-2.5-flash,3,33,"As a restaurant employee, I want to receive a notification message when the customer places an order.","```plantuml
@startuml
skinparam style strictuml

actor Customer
participant ""Ordering System"" as OrderSystem
participant ""Notification Service"" as NotificationService
actor ""Restaurant Employee"" as Employee

Customer -> OrderSystem: placeOrder(orderDetails)
activate OrderSystem

OrderSystem -> OrderSystem: <<process order>>

OrderSystem -> NotificationService: notifyNewOrder(orderId, details)
activate NotificationService

NotificationService -> Employee: sendNotification(""New order received: "" + orderId)
deactivate NotificationService

deactivate OrderSystem
@enduml
```"
google/gemini-2.5-flash,3,34,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.","```plantuml
@startuml
title Sequence Diagram: View Unavailable Books

actor Student
participant LibrarySystem as LS
participant BookDatabase as DB

Student -> LS: Request to view unavailable books
activate LS
LS -> DB: Query for books with status 'unavailable'
activate DB
DB --> LS: Return List<Book> (unavailable)
deactivate DB
LS --> Student: Display List<Book> (unavailable)
deactivate LS

@enduml
```"
google/gemini-2.5-flash,3,35,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.","```plantuml
@startuml
title Sequence Diagram: View Unavailable Books

actor Student
participant LibrarySystem as LS
participant BookDatabase as DB

Student -> LS: Request to view unavailable books
activate LS
LS -> DB: Query for books with status 'unavailable'
activate DB
DB --> LS: Return List<Book> (unavailable)
deactivate DB
LS --> Student: Display List<Book> (unavailable)
deactivate LS

@enduml
```"
google/gemini-2.5-flash,3,36,"As an asset manager, I want to know what the intellectual value of the asset is to the institution at the time of deposit, so that I obtain guidance in the evaluation of it for current value for the institution.","```plantuml
@startuml
' Title for the diagram
title Intellectual Value Evaluation Guidance

' Actors
actor ""Asset Manager"" as Manager

' System Components
participant ""User Interface / Application"" as UI
participant ""Asset Repository"" as AssetRepo
participant ""Valuation Engine"" as ValEngine

' Sequence of interactions
Manager -> UI: Requests intellectual value for asset (Asset ID)
activate UI

UI -> AssetRepo: Retrieve asset details and deposit time data (Asset ID)
activate AssetRepo
AssetRepo --> UI: Return asset data (including deposit time context)
deactivate AssetRepo

UI -> ValEngine: Calculate intellectual value (Asset Data, Deposit Time Context)
activate ValEngine
note over ValEngine: Applies institutional valuation model\nconsidering market conditions and criteria\nat the specified deposit time.
ValEngine --> UI: Return calculated intellectual value
deactivate ValEngine

UI --> Manager: Displays intellectual value and evaluation guidance
deactivate UI

@enduml
```"
google/gemini-2.5-flash,3,37,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.","```plantuml
@startuml
' Actors and Participants
actor ""DAMS Manager"" as Manager
participant ""DAMS User Interface"" as UI
participant ""DAMS Backend\n(Event Service)"" as Backend
database ""DAMS Database"" as DB

' Sequence of Interactions
Manager -> UI: Request to view event details (e.g., by ID or search)
UI -> Backend: GetEventDetailsWithAgents(eventIdOrCriteria)
Backend -> DB: Query event record by criteria
DB --> Backend: Return Event Data (includes responsible Agent ID(s))

alt If Agent details are stored separately from Event
    Backend -> DB: Query Agent details by Agent ID(s)
    DB --> Backend: Return Agent Data (e.g., name, role)
end

Backend --> UI: DisplayEventAndAgents(eventData, agentData)
UI --> Manager: Show Event Details and Responsible Agent(s)
@enduml
```"
google/gemini-2.5-flash,3,38,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.","```plantuml
@startuml
' Actors and Participants
actor ""DAMS Manager"" as Manager
participant ""DAMS User Interface"" as UI
participant ""DAMS Backend\n(Event Service)"" as Backend
database ""DAMS Database"" as DB

' Sequence of Interactions
Manager -> UI: Request to view event details (e.g., by ID or search)
UI -> Backend: GetEventDetailsWithAgents(eventIdOrCriteria)
Backend -> DB: Query event record by criteria
DB --> Backend: Return Event Data (includes responsible Agent ID(s))

alt If Agent details are stored separately from Event
    Backend -> DB: Query Agent details by Agent ID(s)
    DB --> Backend: Return Agent Data (e.g., name, role)
end

Backend --> UI: DisplayEventAndAgents(eventData, agentData)
UI --> Manager: Show Event Details and Responsible Agent(s)
@enduml
```"
google/gemini-2.5-flash,3,39,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.","```plantuml
@startuml
title Developer Accesses Broker Application Data

actor Developer
participant ""Monitoring Tool"" as Monitor
participant ""Broker Application"" as Broker

Developer -> Monitor: Access Monitoring Tool
activate Monitor

Developer -> Monitor: Request Broker Application Data (e.g., logs, metrics, configuration)
activate Broker
Monitor -> Broker: Query Application Data
Broker --> Monitor: Return Application Data
deactivate Broker

Monitor --> Developer: Display Application Data
deactivate Monitor

Developer -> Developer: Investigate Issues (review displayed data)
@enduml
```"
google/gemini-2.5-flash,3,40,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.","```plantuml
@startuml
title Developer Accesses Broker Application Data

actor Developer
participant ""Monitoring Tool"" as Monitor
participant ""Broker Application"" as Broker

Developer -> Monitor: Access Monitoring Tool
activate Monitor

Developer -> Monitor: Request Broker Application Data (e.g., logs, metrics, configuration)
activate Broker
Monitor -> Broker: Query Application Data
Broker --> Monitor: Return Application Data
deactivate Broker

Monitor --> Developer: Display Application Data
deactivate Monitor

Developer -> Developer: Investigate Issues (review displayed data)
@enduml
```"
google/gemini-2.5-flash,3,41,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.","```plantuml
@startuml
actor ""Agency User"" as User
participant ""Data Submission System"" as System

User -> System: Submits data elements (e.g., ""007"", ""123.450"")
note right of System: Data elements are explicitly enclosed in quotation marks.
note over User, System: This format ensures leading/trailing zeros are preserved when processed or exported to tools like Excel.
@enduml
```"
google/gemini-2.5-flash,3,42,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.","```plantuml
@startuml
actor ""Agency User"" as User
participant ""Data Submission System"" as System

User -> System: Submits data elements (e.g., ""007"", ""123.450"")
note right of System: Data elements are explicitly enclosed in quotation marks.
note over User, System: This format ensures leading/trailing zeros are preserved when processed or exported to tools like Excel.
@enduml
```"
google/gemini-2.5-flash,3,43,"As a developer, I want to have the ALFRED API to reduce the work to achieve my goals.","```plantuml
@startuml
skinparam sequence {
  ArrowColor #007bff
  ActorBorderColor #007bff
  ActorFontColor #007bff
  ParticipantBorderColor #6c757d
  ParticipantFontColor #6c757d
  LifeLineBorderColor #6c757d
  LifeLineBackgroundColor #e9ecef
  StereotypeFontColor #6c757d
  StereotypeFontSize 10
  BoxBorderColor #adb5bd
  BoxBackgroundColor #f8f9fa
}

title ALFRED API Usage for Goal Achievement

actor Developer
participant ""ALFRED API"" as AlfredAPI

Developer -> AlfredAPI: Call API endpoint / service method (e.g., `performTask(parameters)`)
activate AlfredAPI

note over AlfredAPI: ALFRED API handles underlying complex logic,\nintegrations, and data processing,\nthereby reducing the Developer's workload.

AlfredAPI --> Developer: Return simplified result / outcome (e.g., `taskResult`)
deactivate AlfredAPI

note right of Developer: Developer uses the simplified result\nto achieve their goal with significantly reduced effort.

@enduml
```"
google/gemini-2.5-flash,3,44,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.","```plantuml
@startuml
title Admin Handles User Activities

actor Admin
participant AdminDashboard as ""Admin Dashboard""
participant UserActivityService as ""User Activity Service""
database ActivityLogDB as ""Activity Log DB""
participant UserManagementService as ""User Management Service""
database UserDB as ""User DB""

Admin -> AdminDashboard : Access ""User Activities"" section
AdminDashboard -> UserActivityService : Request all user activities
UserActivityService -> ActivityLogDB : Query activity logs (e.g., last 24h)
ActivityLogDB --> UserActivityService : Return activity data
UserActivityService --> AdminDashboard : Display user activity list
AdminDashboard --> Admin : Show user activity dashboard

note over Admin, AdminDashboard
Admin reviews the activities, identifies suspicious patterns,
and decides to take action on a specific user.
end note

Admin -> AdminDashboard : Select user 'X' and click ""Block User""
AdminDashboard -> UserManagementService : BlockUser(userId: 'X')
UserManagementService -> UserDB : Update user 'X' status to 'Blocked'
UserDB --> UserManagementService : Confirmation of update
UserManagementService --> AdminDashboard : User 'X' blocked successfully
AdminDashboard --> Admin : Display ""User 'X' blocked"" confirmation

@enduml
```"
google/gemini-2.5-flash,3,45,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.","```plantuml
@startuml
title Admin Handles User Activities

actor Admin
participant AdminDashboard as ""Admin Dashboard""
participant UserActivityService as ""User Activity Service""
database ActivityLogDB as ""Activity Log DB""
participant UserManagementService as ""User Management Service""
database UserDB as ""User DB""

Admin -> AdminDashboard : Access ""User Activities"" section
AdminDashboard -> UserActivityService : Request all user activities
UserActivityService -> ActivityLogDB : Query activity logs (e.g., last 24h)
ActivityLogDB --> UserActivityService : Return activity data
UserActivityService --> AdminDashboard : Display user activity list
AdminDashboard --> Admin : Show user activity dashboard

note over Admin, AdminDashboard
Admin reviews the activities, identifies suspicious patterns,
and decides to take action on a specific user.
end note

Admin -> AdminDashboard : Select user 'X' and click ""Block User""
AdminDashboard -> UserManagementService : BlockUser(userId: 'X')
UserManagementService -> UserDB : Update user 'X' status to 'Blocked'
UserDB --> UserManagementService : Confirmation of update
UserManagementService --> AdminDashboard : User 'X' blocked successfully
AdminDashboard --> Admin : Display ""User 'X' blocked"" confirmation

@enduml
```"
google/gemini-2.5-flash,3,46,"As a developer, I want to upgrade to Fedora 4 and migrate our applications and data.","```plantuml
@startuml
title Fedora 4 Upgrade & Migration

actor Developer
participant ""Old Fedora System"" as OldFedora
participant ""New Fedora 4 System"" as NewFedora
database Applications
database Data

Developer -> NewFedora: Initiate Fedora 4 OS Installation
NewFedora -->> Developer: Fedora 4 OS Installed & Configured

group Application & Data Migration
    Developer -> OldFedora: Request Application Backup
    OldFedora -> Applications: Generate Backup Image
    Applications -->> OldFedora: Application Backup Created
    OldFedora -->> Developer: Deliver Application Backup

    Developer -> OldFedora: Request Data Backup
    OldFedora -> Data: Generate Data Dump
    Data -->> OldFedora: Data Backup Created
    OldFedora -->> Developer: Deliver Data Backup

    Developer -> NewFedora: Deploy Applications (from backup)
    NewFedora -> Applications: Install & Configure Applications
    Applications -->> NewFedora: Applications Deployed

    Developer -> NewFedora: Restore Data (from backup)
    NewFedora -> Data: Import & Validate Data
    Data -->> NewFedora: Data Restored & Validated
end

Developer -> NewFedora: Perform Integration & Acceptance Testing
NewFedora -->> Developer: Test Results (Functional, Performance)

alt Successful Migration
    Developer -> NewFedora: Confirm Successful Migration
    NewFedora -->> Developer: Upgrade Process Complete
else Migration Issues
    Developer -> NewFedora: Report Issues & Request Support
    NewFedora -->> Developer: Troubleshooting / Rollback Initiated
end

@enduml
```"
google/gemini-2.5-flash,3,47,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.","```plantuml
@startuml
actor Employee
participant ""User Interface"" as UI
participant ""Route Planning System"" as RPS
participant ""Mapping Service"" as MS
participant ""GPS Device"" as GPS

Employee -> UI: Access System / Open App
activate UI

Employee -> UI: Request Route (e.g., ""To Destination X"")
UI -> GPS: requestCurrentLocation()
activate GPS
GPS --> UI: return currentLocation
deactivate GPS

activate RPS
UI -> RPS: calculateRoute(currentLocation, destination)
activate MS
RPS -> MS: getRouteData(currentLocation, destination)
MS --> RPS: return routeData
deactivate MS

RPS --> UI: displayRouteOptions(routeData)
deactivate RPS
UI --> Employee: Display Route Options

Employee -> UI: Select Route & Start Guidance
activate RPS
UI -> RPS: startGuidance(selectedRoute)

loop During Guidance
    UI -> GPS: requestCurrentLocation()
    activate GPS
    GPS --> UI: return currentLocation
    deactivate GPS

    UI -> RPS: updateLocation(currentLocation)
    RPS -> UI: sendTurnInstruction(instruction)
    UI --> Employee: Display Turn Instruction
end

Employee -> UI: Arrive at Destination / End Guidance
UI -> RPS: endGuidance()
deactivate RPS
deactivate UI

@enduml
```"
google/gemini-2.5-flash,3,48,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.","```plantuml
@startuml
actor Employee
participant ""User Interface"" as UI
participant ""Route Planning System"" as RPS
participant ""Mapping Service"" as MS
participant ""GPS Device"" as GPS

Employee -> UI: Access System / Open App
activate UI

Employee -> UI: Request Route (e.g., ""To Destination X"")
UI -> GPS: requestCurrentLocation()
activate GPS
GPS --> UI: return currentLocation
deactivate GPS

activate RPS
UI -> RPS: calculateRoute(currentLocation, destination)
activate MS
RPS -> MS: getRouteData(currentLocation, destination)
MS --> RPS: return routeData
deactivate MS

RPS --> UI: displayRouteOptions(routeData)
deactivate RPS
UI --> Employee: Display Route Options

Employee -> UI: Select Route & Start Guidance
activate RPS
UI -> RPS: startGuidance(selectedRoute)

loop During Guidance
    UI -> GPS: requestCurrentLocation()
    activate GPS
    GPS --> UI: return currentLocation
    deactivate GPS

    UI -> RPS: updateLocation(currentLocation)
    RPS -> UI: sendTurnInstruction(instruction)
    UI --> Employee: Display Turn Instruction
end

Employee -> UI: Arrive at Destination / End Guidance
UI -> RPS: endGuidance()
deactivate RPS
deactivate UI

@enduml
```"
google/gemini-2.5-flash,3,49,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.","```plantuml
@startuml
' Zooniverse Admin wants to detect important features in satellite images

actor ""Zooniverse Admin"" as Admin
participant ""Zooniverse UI"" as UI
participant ""Feature Detection Service"" as FDS
database ""Image Storage"" as IS
database ""Feature Database"" as FD

Admin -> UI: Select satellite images/task for analysis
activate UI
UI -> FDS: Request feature detection (Image IDs)
activate FDS
FDS -> IS: Retrieve satellite images (Image IDs)
activate IS
IS --> FDS: Return image data
deactivate IS

note over FDS: Apply AI/ML models to detect features\n(e.g., flooding, damage, shelters, roads)
FDS -> FDS: Analyze images for features
alt Features Detected
    FDS -> FD: Store detected features (type, location, confidence)
    activate FD
    FD --> FDS: Confirmation
    deactivate FD
    FDS --> UI: Return detected features
else No Features Detected
    FDS --> UI: Return ""No features found""
end

deactivate FDS
UI --> Admin: Display detected features on map/report
deactivate UI
Admin -> UI: Review and optionally refine/confirm features

@enduml
```"
google/gemini-2.5-flash,3,50,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.","```plantuml
@startuml
' Zooniverse Admin wants to detect important features in satellite images

actor ""Zooniverse Admin"" as Admin
participant ""Zooniverse UI"" as UI
participant ""Feature Detection Service"" as FDS
database ""Image Storage"" as IS
database ""Feature Database"" as FD

Admin -> UI: Select satellite images/task for analysis
activate UI
UI -> FDS: Request feature detection (Image IDs)
activate FDS
FDS -> IS: Retrieve satellite images (Image IDs)
activate IS
IS --> FDS: Return image data
deactivate IS

note over FDS: Apply AI/ML models to detect features\n(e.g., flooding, damage, shelters, roads)
FDS -> FDS: Analyze images for features
alt Features Detected
    FDS -> FD: Store detected features (type, location, confidence)
    activate FD
    FD --> FDS: Confirmation
    deactivate FD
    FDS --> UI: Return detected features
else No Features Detected
    FDS --> UI: Return ""No features found""
end

deactivate FDS
UI --> Admin: Display detected features on map/report
deactivate UI
Admin -> UI: Review and optionally refine/confirm features

@enduml
```"
google/gemini-2.5-flash,3,51,"As a librarian, I want to delete books from the library.","@startuml
title Delete Book - Sequence Diagram

actor Librarian
participant ""Library System"" as LS
participant ""Book Catalog Service"" as BCS
database ""Book Database"" as DB

Librarian -> LS: Request to delete book (ISBN/ID)
activate LS

LS -> BCS: Delete book (ISBN/ID)
activate BCS

BCS -> DB: DELETE FROM Books WHERE ISBN = '...'
activate DB

DB --> BCS: Deletion successful
deactivate DB

BCS --> LS: Book deleted successfully
deactivate BCS

LS --> Librarian: Book deleted confirmation
deactivate LS

@enduml"
google/gemini-2.5-flash,3,52,"As a librarian, I want to delete books from the library.","@startuml
title Delete Book - Sequence Diagram

actor Librarian
participant ""Library System"" as LS
participant ""Book Catalog Service"" as BCS
database ""Book Database"" as DB

Librarian -> LS: Request to delete book (ISBN/ID)
activate LS

LS -> BCS: Delete book (ISBN/ID)
activate BCS

BCS -> DB: DELETE FROM Books WHERE ISBN = '...'
activate DB

DB --> BCS: Deletion successful
deactivate DB

BCS --> LS: Book deleted successfully
deactivate BCS

LS --> Librarian: Book deleted confirmation
deactivate LS

@enduml"
google/gemini-2.5-flash,3,53,"As an OlderPerson, I want to be able to see my training Performance.","```plantuml
@startuml
skinparam style strictuml

actor ""OlderPerson"" as OP
participant ""TrainingApp"" as App
participant ""PerformanceService"" as Service
database ""PerformanceDB"" as DB

OP -> App: 1. Opens App / Navigates to Performance
activate App
App --> OP: 2. Displays performance options/dashboard
OP -> App: 3. Requests to view performance (e.g., clicks 'View Performance')
App -> Service: 4. Request performance data (userID)
activate Service
Service -> DB: 5. Query performance records (userID)
activate DB
DB --> Service: 6. Return performance data
deactivate DB
Service --> App: 7. Return processed performance data
deactivate Service
App --> OP: 8. Display training performance
deactivate App
@enduml
```"
google/gemini-2.5-flash,3,54,"As an OlderPerson, I want to be able to see my training Performance.","```plantuml
@startuml
skinparam style strictuml

actor ""OlderPerson"" as OP
participant ""TrainingApp"" as App
participant ""PerformanceService"" as Service
database ""PerformanceDB"" as DB

OP -> App: 1. Opens App / Navigates to Performance
activate App
App --> OP: 2. Displays performance options/dashboard
OP -> App: 3. Requests to view performance (e.g., clicks 'View Performance')
App -> Service: 4. Request performance data (userID)
activate Service
Service -> DB: 5. Query performance records (userID)
activate DB
DB --> Service: 6. Return performance data
deactivate DB
Service --> App: 7. Return processed performance data
deactivate Service
App --> OP: 8. Display training performance
deactivate App
@enduml
```"
google/gemini-2.5-flash,3,55,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.","```plantuml
@startuml
skinparam style strictuml

actor ""Agency User"" as User
participant ""Client Application"" as Client
participant ""Backend Service"" as Backend
database ""Data Store"" as DB

User -> Client: Submits form with numerous flexfields
activate Client

Client -> Backend: POST /entity (payload_with_many_flexfields)
activate Backend

note over Backend: **Performance Requirement:**
The Backend Service is designed to efficiently process
a large volume of flexfield data (N flexfields)
without performance degradation.

Backend -> DB: Store entity and its N flexfield values
activate DB
DB --> Backend: Storage confirmed
deactivate DB

Backend --> Client: Success (200 OK)
deactivate Backend

Client --> User: Confirmation of data submission
deactivate Client

note right of Backend: This interaction demonstrates the system's ability to
handle a significant number of flexfields
while maintaining optimal response times for the user.

@enduml
```"
google/gemini-2.5-flash,3,56,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.","```plantuml
@startuml
skinparam style strictuml

actor ""Agency User"" as User
participant ""Client Application"" as Client
participant ""Backend Service"" as Backend
database ""Data Store"" as DB

User -> Client: Submits form with numerous flexfields
activate Client

Client -> Backend: POST /entity (payload_with_many_flexfields)
activate Backend

note over Backend: **Performance Requirement:**
The Backend Service is designed to efficiently process
a large volume of flexfield data (N flexfields)
without performance degradation.

Backend -> DB: Store entity and its N flexfield values
activate DB
DB --> Backend: Storage confirmed
deactivate DB

Backend --> Client: Success (200 OK)
deactivate Backend

Client --> User: Confirmation of data submission
deactivate Client

note right of Backend: This interaction demonstrates the system's ability to
handle a significant number of flexfields
while maintaining optimal response times for the user.

@enduml
```"
google/gemini-2.5-flash,3,57,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.","```plantuml
@startuml
' Set a title for the diagram
title Moderator enters agreed estimate

' Declare participants
actor Moderator
participant EstimationSystem as ""Estimation System""

' Sequence of interactions
Moderator -> ""Estimation System"": Enters agreed-upon estimate (e.g., ""8 points"")
activate ""Estimation System""
note right of ""Estimation System"": Estimate is for the current item

""Estimation System"" --> Moderator: Confirms estimate recorded
note left of ""Estimation System"": Updates current item status

' The system automatically moves on or prepares to move on
""Estimation System"" -> ""Estimation System"": Prepares for next item / Updates session state
note right of ""Estimation System"": Marks current item as estimated and complete

""Estimation System"" --> Moderator: Displays ""Ready for next item"" / ""Next item loaded""
deactivate ""Estimation System""

@enduml
```"
